text,mergedTextualRating,month
CNN broadcast reported no evidence that plane crashed into Pentagon on 9/11,false,9
The former general seized power in a 2014 coup. The opposition had argued that the Constitution stipulated he leave office this year.,true,9
Vladimir Putin has banned the Rothschild family from entering Russia,false,2
"Etel Adnan avoids easy understanding or conclusion. She layers on complexity, and we are thrust into the magical unknown.",true,1
Ricky Ian Gordon’s “Intimate Apparel” and “The Garden of the Finzi-Continis” are premiering in New York almost simultaneously.,true,1
A video shows a waterpark slide launching participants into the air.,false,7
The company blamed its financial performance for the potential bonus cut.,true,8
"Police in Bowie, Maryland, arrested two white men who threatened to kill Black people at Walmart and Target stores in May 2022.",false,5
Stacey Abrams is facing criminal charges over activities of two nonprofits,false,12
"Sri Lanka’s leader, who fled the country on Wednesday, appointed Prime Minister Ranil Wickremesinghe as acting president “while the president is overseas,” the speaker of the country’s parliament said in a statement.",true,7
“Joe Biden uses the ATF to illegally track your gun transactions.”,false,2
"A plan to purchase up to 165,000 gasoline-powered mail trucks instead of electric models has angered Democrats and the Biden administration.",true,3
Three churches were targeted during arson attacks over the summer “because they protect unborn babies and women in need.”,false,8
A Russian businessman offered a $1 million bounty for President Vladimir Putin's arrest.,true,3
“The sun is not 93 million miles away … it is local and under a firmament dome.”,false,9
"Rock band Blink-182 named its holding company ""Poo Poo Butt, Inc."" because the members thought it would be funny to hear their managers, accountants, and attorneys say the name.",true,2
"In Mira Nair’s sweet, sexy film from 1991, an Indian American woman falls for a Black cleaner played charmingly, as ever, by Denzel Washington.",true,4
"Zouma, a defender who also plays for the French national soccer team, lost a sponsorship deal with Adidas on Wednesday after a video circulated online of him kicking his cat.",true,2
Video shows Nancy Pelosi crying after confrontation with Sen. Chuck Grassley,false,11
“We’re becoming aware that they’re everywhere.” An environmental researcher weighs in on the little particles that break away from the everyday plastic items in our lives.,true,12
Airplane toilets dump waste while the aircraft are in flight.,false,12
A video shows Nancy Pelosi unveiling a portrait of former U.S. Energy Department employee.,false,12
"Themes explored in next summer’s temporary exhibition may include diaspora, migration, displacement and civic gathering.",true,12
"As a Thanksgiving prank, cooks have stuffed their roast turkeys with Cornish game hens to convince gullible family members they were about to dine on a ""pregnant turkey.",true,11
"Ms. Barnes, senior vice president for news and editorial director at NPR, has also held leadership roles at the Houston Chronicle and Minneapolis Star Tribune.",true,11
"In January 2022, California substitute teacher Bridget Maas was fired or faced censure because she refused to accept a student's expressing their feline alter ego.",false,1
Russia hit the capital for the second week in a row.,true,10
"While voters are most focused on cost-of-living issues, the opposition Labor Party has made the election a referendum on the conduct of Prime Minister Scott Morrison.",true,5
"Lausanne has kept a night watch atop its cathedral since 1405, but it never appointed a woman to the role until Cassandre Berdoz, after a long fight, landed a job that was her “childhood dream.”",true,1
"Image shows BBC graphic that reports CDC has classified monkeypox as airborne, anyone within 15 feet can catch it",false,8
Video shows Clark County poll worker acting illegally by asking people to place their ballots into a bag outside of a drop box.,false,8
"The magazine’s Ethicist columnist on whether to keep a coworker’s illness confidential, outing an unvaccinated colleague — and more.",true,1
Brittney Griner is sentenced in Russia.,true,8
"Robert Crimo III, who's been charged with the Fourth of July mass shooting, is transgender.",false,7
Colorado Rep. Lauren Boebert shot and killed her neighbor's dog.,false,10
“Toothpaste is poisonous”; “fluoride is a neurotoxin” and doesn’t prevent tooth decay,false,4
Reports of excess mortality well into 2022 shows that mass vaccination against COVID-19 is responsible for this increase in deaths,false,11
"A serial killer has murdered nine women in San Antonio, Texas",false,12
"In May 2022, CNN reported that Kellogg's had announced the Rice Krispies mascot Pop ""is now a trans woman.",false,5
A plant exists that resembles a human/mammalian vagina.,true,11
"“Don’t listen to my Republican friends in Congress — last year, we reduced — my budget reduced the — the deficit by $350 billion.",false,4
"Some snow globes contain the antifreeze ingredient ethylene glycol, which is dangerous to pets.",true,12
Incidental COVID-19 hospitalization data proves that hospitalization numbers are inflated and that the situation isn’t as dire as health officials are making it seem.,false,1
Argentine boy who died at age 4 was part of a COVID-19 vaccination campaign,false,11
A push to renew the ban is so unlikely to succeed that one Democratic aide likened it to trying to jam the world’s biggest genie back into the world’s smallest bottle.,true,6
"Actor Mel Gibson said ""Hollywood is an institutionalized pedophile ring.",false,4
Feeling stuck on today’s puzzle? We can help.,true,10
Photos show flooding in China in 2022,false,7
"Some 91 minutes before stopping the shooter, one or more law enforcement officers went inside Robb Elementary School and rescued their own children.",true,5
"A line of thunderstorms brought violent winds that left a trail of damage across parts of Ontario and Quebec on Saturday, and hundreds of thousands without power.",true,5
The Atlantic published an article on 'The Heroism of Biden’s Bike Fall,false,6
"According to the Census Bureau, “5 million more people voted than were registered to vote” in the 2020 election.",false,3
“Pennsylvania judge allows ballots to count that are received up until November 14th.”,false,11
"The social media company’s 7,500 employees have been bracing for job cuts since Mr. Musk took it over last week.",true,11
"In her memoir, “I’m Glad My Mom Died,” McCurdy, best known for her role in“iCarly,” reflects on her time as a child actor and on her troubled relationship with her mother.",true,8
"Judge Ketanji Brown Jackson, who underwent Senate-confirmation hearings as a nominee for the U.S. Supreme Court in March 2022, presided over the “Pizzagate” case, in which a shooter targeted a pizzeria in Washington, D.C., in 2016.",true,3
The climate change and prescription drug law has revived a set of party goals that were widely thought to be dead.,true,8
The filibuster is “the tradition of the Senate here in 232 years now. … We need to be very cautious what we do. … That’s what we’ve always had for 232 years. That’s what makes us different than any place else in the world.”,false,1
"From in-person and virtual performances to exhibitions and tours, the city offers plenty of options for honoring the civil rights leader this year.",true,1
Rat meat is being sold as boneless chicken wings,false,1
The World Economic Forum has its own police force,false,5
A photo shows a Russian warplane under attack.,false,2
"Fowles, who played through pain in her final season with the Lynx, said she wanted to “step away and debrief a little bit.”",true,8
The Swedes lost the top medal to the United States four years ago.,true,2
"The mother of Uvalde, Texas, school shooting victim Amerie Jo Garza wrote and published on Facebook a poem that began: “The chicken soup in her thermos stayed hot all day while her body grew cold.”",false,6
One in five Americans bet on sports this year. Against most odds — my total lack of interest in all professional athletics — I was one of them. And I was hooked.,true,12
We have 85 million Americans who have no health insurance.,false,12
"Williams, along with her sister Venus, transformed the tournament grounds in Queens into a more inclusive environment.",true,8
The actress was never offered a period piece until “Mr. Malcolm’s List.” She was given 24 hours to decide whether to do it. Now she’s earning raves.,true,7
SpaceX CEO Elon Musk donated Starlink terminals to Ukraine following the Russian invasion in February 2022.,true,3
A new how-to guide aims to support the start-ups that are chugging along and doing just fine.,true,3
Lancet study showed that vaccinated people have lower immune function than unvaccinated people; COVID-19 vaccines suppress the immune system,false,7
Standouts like “All the Beauty and the Bloodshed” and “Descendant” are still on tap in the second half of this marathon of cinematic art.,true,10
"The Disney company is losing subscribers, visitors and stock value for opposing Florida’s “Parental Rights in Education” law.",false,4
"The word ""alcohol"" derives from the Arabic term for ""body-eating spirit",false,3
Measuring cup meme proves ice melt from global warming can't cause sea-level rise,false,6
They are literally chopping off the private parts of young kids.,false,8
"In subway stations and apartment buildings, artists are playing Bach, Vivaldi and folk songs.",true,3
Russian President Vladimir Putin faced an assassination attempt in September 2022.,false,9
Texas is distributing DNA kits to identify children in school shootings,false,10
The 650-mile-long Seversky Donets River originates in Russia and meanders southeast through the Donbas region before re-entering Russian territory.,true,5
"Archaeologists discovered a scroll in 1892 that led to the discovery that the Lord's Prayer, when properly translated from Aramaic directly into English, actually begins with the words, ""O cosmic Birther of all radiance and vibration.",false,8
"Ballots recovered from a Santa Clara County, California, ravine are evidence of “how the left cheats to win.”",false,11
"A Stockton, California, council member said “there’s a serial killer in Stockton.”",false,9
"The Wu Tsai Theater will honor a $50 million gift from Joseph Tsai, a founder of the Chinese e-commerce giant Alibaba, and Clara Wu Tsai, a philanthropist.",true,8
"After Novak Djokovic’s immigration troubles, he is gone, but don’t worry: Plenty of other stars and story lines are ready for the spotlight.",true,1
George Floyd and COVID-19 “never existed.”,false,7
"Hindu holy man, or sadhu, beaten by Muslim man in India",false,5
Poisonous hammerhead worms are invading the U.S. and can replicate when being cut into multiple pieces.,true,3
"If your children melt down, or the dirty dishes are visible behind you, does that mean your job performance is chaotic, too?",true,4
"“It was so shocking,” Jimmy Kimmel said. “The only thing I can really compare it to is when Mike Tyson bit Evander Holyfield’s ears.”",true,3
President Biden has taken pains to show that he understands there is a difference between what he calls extremist “MAGA Republicans” and other members of the Republican Party.,true,9
"The Infowars fabulist’s empire is only worth a fraction of the $1 billion he has been ordered to pay the families, and he won’t surrender it easily.",true,10
"After the league and the players’ union failed to reach a new collective bargaining agreement by M.L.B.’s self-imposed deadline Tuesday evening, the league said the season would not start on March 31.",true,3
"As China’s largest city struggles to contain a coronavirus outbreak, outrage erupted online after images circulated of small children isolated from parents.",true,4
Kenyans in Australia voting in polls at home,false,8
"Herschel Walker “is heavily funded by the oil and gas industry, raking in more than $140,000 in donations from Big Oil and other energy interests.",false,11
Tim Hortons’ CEO has been arrested for possession of child pornography,false,7
"As the pandemic rages on, the safest place to work out is at home. Here’s how to create a personal gym you’ll want to spend time in.",true,1
"Some of the cameras, from a climbing expedition 85 years ago, still had film in them. Conservators are looking to see if any images can be recovered.",true,10
A photograph shows an actual bottle of Funyuns Mountain Dew.,false,4
"Spencer Elden, who was pictured as a baby on the cover of “Nevermind,” argued in his lawsuit that the grunge rock group had engaged in “child pornography.”",true,9
There are U.S. biolabs in Ukraine funded by the U.S. government,false,2
"In this lesson, students will learn about the factors that may be contributing to a decline in mental health among teenagers and discuss what can be done to address it.",true,5
"For artists and designers accustomed to considering both form and function, working in miniature affords outsize opportunities for experimentation.",true,11
"The debate in Georgia between Gov. Brian Kemp, a Republican, and his Democratic challenger, Stacey Abrams, was structured to be heavy on policy — and that it was.",true,10
The Celtics have drawn confidence from previous season-saving wins. But watching a championship trophy drift away is another challenge altogether.,true,6
"The cryptocurrency exchange’s sudden collapse puts deals with teams, leagues and counties worth hundreds of millions of dollars in doubt.",true,11
"The private Russian military force, which has close ties to President Vladimir Putin and has been used in war zones across the world, is expanding its presence in Ukraine.",true,3
An image shows Rep. Marjorie Taylor Greene in front of a cross with a figurine of former President Donald Trump on it.,false,7
"Echoing Adolf Hitler's exact words from 1928, U.S. Rep. Marjorie Taylor said, ""We tolerate no one in our ranks who attacks the ideas of Christianity. Our movement is Christian.",false,8
"Embry Health, a leading coronavirus testing provider in Arizona, said it would suspend operations at 60 sites in the state and would no longer offer free tests for uninsured people, joining testing companies across the United States that have changed policies after the federal government said it could no longer reimburse providers for caring for Covid patients without insurance.",true,4
Domestic oil and gas production in the U.S. boomed in recent years. But the country and its allies remain reluctant to impose sanctions on Russian energy that would damage their economies.,true,2
Half of the votes for Joe Biden in the 2020 presidential election “are from dead people.”,false,8
The Great Sphinx of Giza in Egypt has shut its eyes.,false,5
President Biden flew to Rehoboth Beach in Delaware for a brief day of relaxation after a rebound case of Covid-19.,true,8
A student with three guns was caught at a Georgia high school,false,11
"The tennis star also said he had participated in an interview and a photo shoot even after testing positive for the coronavirus, in an apparent violation of rules in his native Serbia.",true,1
We reported alongside Ukrainians making their escape from Russia’s increasingly brutal invasion.,true,12
Video shows people handcuffed to do mandatory mass Covid testing in China,false,7
"Some users of digital wallets and e-commerce platforms must start reporting small transactions, sowing fears among small-business owners.",true,12
Becoming the focus of conspiracy theories about child sex trafficking has caused the National Butterfly Center to shut its doors for now.,true,2
The newspaper said his job would be to expand the section nationally and globally.,true,7
A photograph shows the Milky Way galaxy framed by the ancient Karnak temple in Egypt.,false,10
"David DePape, who is accused of attacking U.S. House Speaker Nancy Pelosi's husband, Paul Pelosi, on Oct. 28, 2022, had overstayed an immigrant visa and was in the U.S. illegally at the time of the attack.",false,11
Cancer rates have increased 20-fold since Operation Warp Speed,false,2
"Justice Sonia Sotomayor tested positive for COVID-19, according to Facebook post showing image with altered CNBC headline.",false,1
The chat groups in Los Angeles and Miami have become so popular that now there are waiting lists.,true,4
"The Honolulu home of Jean Charlot, a French expatriate artist, embodies his appreciation for the surrounding landscape.",true,8
Dr. Sanjay Gupta is selling CBD gummies according to a CNN webpage.,false,1
"Little was known about the shooting at the aerospace plant, but it came amid concerns about sabotage.",true,1
"The besieging of cities, the deliberate targeting of civilians — they are the tactics Russia used before, in Grozny. I saw it firsthand.",true,3
Russian forces have deployed two types of Iranian drones. Dozens of models of the remote-controlled and programmable weapons are now being used in the war.,true,10
"What brought the owl to the city of Cypress, in Orange County, remains a mystery.",true,12
1922 news article about the Arctic said sea level rise would make coastal cities uninhabitable 'within a few years,false,6
Florida created multiple restrictions on voting,false,11
"A standoff between the committee investigating the attack and Representative Kevin McCarthy, the minority leader, as well as other Republicans, raises tricky legal and political issues.",true,1
Eco-friendly electric vehicles (EVs) are bad for the environment.,false,3
“Pres Biden reportedly sold oil fr[om] American reserves to China’s Sinopec which Hunter Biden may still b[e] tied to via his financial ventures in China. If report correct that’s OUTRAGEOUS.”,false,7
Perfection isn’t possible. That’s OK.,true,2
"This word has appeared in 2,803 articles on NYTimes.com in the past year. Can you use it in a sentence?",true,5
The C.D.C. now recommends that all adults who received one or two doses of the Johnson & Johnson vaccine get a booster dose of an mRNA vaccine.,true,3
Photos show non-verbal student whose cat identity is accommodated at school,false,9
"Your co-op might be willing to help, even if it has to amend its rules. But it will likely be up to you to prove exactly where the smoke is coming from.",true,12
"Plus: a collection of vibrant still lifes, high-tech humidifiers and more recommendations from T Magazine.",true,3
An image shows a fundraising email from Donald Trump with nuclear codes,false,8
Judges who rebuked Nupur Sharma lunching with politicians and journalists,false,7
"BERLIN — Leaders in Europe, facing their worst energy crisis in decades, are taking extraordinary steps to secure supplies for winter amid fears of fuel shortages and near-record electricity and natural gas prices.",true,7
"Connecticut ballot initiative on early voting would ""remove the requirement of a certified seal from certain ballots.",false,10
A new North Carolina law says you cannot go 5 miles per hour over the speed limit,false,4
Comparing the price of oil and gas in June 2008 to March 2022 shows that oil companies are “price gouging.”,false,3
Video shows a “Russian pilot” escaping from jets and a Russian aircraft getting hit by a missile.,false,5
What a difference a war makes.,true,7
"The Times’s Miami bureau chief, Patricia Mazzei, shares what it’s like to cover hurricanes and elections, sometimes in the same day.",true,10
Humphries accused her coach in Canada of mental abuse and became a U.S. citizen last year.,true,2
"In the run-up to an August primary, a number of Republicans on the ballot in Arizona — like those in Ohio — have rushed to embrace Donald J. Trump and his stolen-election falsehoods.",true,5
"A 2,000-year-old skull from modern-day Peru had a metal plate inserted to treat a skull fracture.",true,1
"Different appearance of launch sites on moon, Earth prove space isn't real",false,5
A clip from the Fox News coverage of the Georgia Senate runoff shows the number and percentage of votes for each candidate decreasing and is proof of election fraud.,false,12
New York residents must show an ID to buy whipped cream but not to vote,false,8
"The letter X has had significance in the billionaire’s life, from his early days as an entrepreneur to his personal life and now to his pursuit of Twitter.",true,10
"Trying to win over swing voters without alienating the party’s base, Republican contenders talk far differently about the former president on rally stages than they do in televised debates.",true,10
"“Mood,” a BBC America series created by Nicôle Lecky, blends music, comedy and gritty realism to explore the opportunities and risks for young women online.",true,11
"The Biden administration has been ""recklessly releasing potentially dangerous Afghans into our communities.",false,2
Vitamin B12 is a toxic ingredient found in children’s vitamins,false,7
"President Joe Biden said, “I know you all know there’s no climate problem,” proving that people have been “lying for decades” about climate change.",false,11
“COVID-19 shots are not vaccines” because they don’t “prevent one from becoming infected”,false,1
The committee investigating the attack also said in a filing that the former White House chief of staff proceeded with a plan for “alternate electors” despite being told it wasn’t legally sound.,true,4
Does the cabin crew ever get scared in the air? Is there a secret flight attendant code? How do I survive a flight with my toddler? An industry insider answers.,true,8
"When it comes to kale, the organic farmers at Adaptive Seeds have a few things to teach you — and some versions of the familiar green that may not be so familiar.",true,3
Technology advances forced the Census Bureau to use sweeping measures to ensure privacy for respondents. The ensuing debate goes to the heart of what a census is.,true,4
"“I indicated my opposition to what had happened, with [what] the legislature did in Maryland. I agreed with the judge in [what] he did there. In New York, what I’ve said is that those are not the maps I would have drawn in New York.”",false,5
"In cutting greenhouse gas emissions, the United States is “the leader in the world by far.”",false,3
"She brought attention to Indigenous issues in her music, and was the first Indigenous person to win an Oscar. “Buffy Sainte-Marie: Carry It On” makes the case for her continued importance.",true,11
The FBI compiled an internal 83-page document on internet slang that they released in 2014.,true,4
"Wally Green has played everywhere from Brooklyn to Pyongyang, becoming a beloved American ambassador for table tennis — and international understanding — in the process.",true,4
The Australian government is implementing social media passports,false,12
Lionel Messi y Kylian Mbappé lideran un fin de campeonato lleno de estrellas que será complicado y emocionante.,true,12
More CO2 is better for plants,false,8
"A new study finds the first known instance of a human-engineered hybrid, bred from a donkey and a Syrian wild ass 4,500 years ago.",true,1
"Boyce, the first Black woman to represent Britain at the Venice event, won the Golden Lion for her sound installation of five Black British female musicians singing a cappella.",true,4
"On the Western Cape, South Africa’s most active market, sales are booming, driven largely by European buyers seeking safe investments.",true,8
Covid-19 vaccine causes acute kidney injury among children in Indonesia,false,10
"Sean Caddle, whose clients have included prominent New Jersey Democrats, pleaded guilty in a scheme that led to a fatal stabbing.",true,1
Image shows CNN headline claiming climate change will return next summer,false,9
"Airlines, dealing with bad weather and staffing shortages, struggle to keep up with high demand over the July 4 weekend.",true,7
The Tesla challenger said it continued to have problems finding needed parts.,true,5
"No cases of polio have been identified so far, but health officials urged those who were not fully immunized to seek vaccines immediately.",true,6
"“Mark Kelly believes in nationwide abortion on-demand up until the moment of birth, with zero limits.”",false,8
"The Pentagon will provide travel funds and other support for women who seek abortions, a new directive says.",true,10
David McCormick fired Pennsylvanians and bragged about shipping their jobs to Asia.,false,3
This word has appeared in 63 articles on NYTimes.com in the past year. Can you use it in a sentence?,true,10
"A top Russian aviation expert and scientist was found to have died this week under suspicious circumstances, his employer said, prompting the authorities to form a commission to investigate his death.",true,9
"Natalia Araña, a winner of our 2021 STEM Writing Contest, tells us how she made an essay about violins relevant to readers’ lives.",true,2
"“War Begins — F-35, F-16 and MiG-29 NATO intercept and destroy Russia Jets in Polish air space.”",false,4
Analyses of 17th-century stringed instruments suggest that a young Antonio Stradivari might have apprenticed with a particular craftsman.,true,6
"Rumors, restructuring and resignations loom over the former high-flying fitness company.",true,2
"Ms. Huth sued Mr. Cosby, asserting that he sexually assaulted her in the 1970s when she was a teenager. A jury in California agreed with her, and awarded her $500,000 in damages.",true,6
"Adriano Pedrosa, who turned around São Paulo’s leading art museum, will oversee the 2024 edition of the prestigious Italian art show.",true,12
U.S. combat troops have been deployed to Ukraine,false,11
"At one station, in Port Charlotte, cars stretched for over a mile, while hundreds of others in need carried cans. And lawn chairs.",true,10
A giant Barney balloon float burst during the 1997 Macy's Thanksgiving Day Parade.,true,11
"“Dawn FM” suggests at least one future direction for the pop powerhouse, who’s spent a decade making careful moves.",true,1
Photo of people from Chinese mainland heading to Hong Kong for pandemic aid,false,2
What do you want to know about the future? Why?,true,3
"Protesters in Lisbon, Portugal, lit up the Russian embassy in Lisbon with the colors of Ukraine's flag projected on the building.",true,3
Global warming' switched to 'climate change' because Earth wasn’t warming.,false,12
“Social Security checks are going up. Medicare premiums are going down. That’s a big deal for seniors.”,false,10
"“We lost lives, left Americans behind and surrendered $85 billion worth of the finest military equipment anywhere in the world.”",false,11
The S&P 500’s drop was its sharpest since October 2020. The tech-heavy Nasdaq composite is down 20 percent from its November record.,true,3
Costco is discontinuing rotisserie chickens effective immediately.,false,3
"Planned Parenthood clinics have been ""closing down all over the country"" since the Supreme Court overturned Roe v. Wade.",false,6
"A first-time Airbnb user believed he’d be getting personal service from the owner of a London flat, but “she” was actually a managing company using a fake photo — and falling down on the job.",true,9
Video shows Elise Stefanik laughing at Liz Cheney,false,10
"“Do you make $75,000 or less? Democrats’ new army of 87,000 IRS agents will be coming for you — with 710,000 new audits for Americans who earn less than $75k.”",false,8
Rampant speculation has entered the market.,true,11
It was not immediately clear how much the State Health Department’s decision not to take part in distributing the pediatric shots would impede access to them in Florida in the coming days.,true,6
"In “The Myth of Closure,” Pauline Boss offers guidance for moving forward amid the painful losses of the moment.",true,1
"If you’ve recently been infected with the omicron variant of COVID-19, you are immune to the virus and don’t need to receive the booster shot at all.",false,1
"In court papers, the former president’s family business and Allen Weisselberg, its longtime chief financial officer, called the case against them politically motivated.",true,2
"Publicity surrounding Paul Karason, who turned blue from using colloidal silver as a health remedy, was disinformation to scare people away from using it.",false,1
Which cult classic should you steal a line from to leave them wanting more?,true,1
"Five decades ago, “M*A*S*H” anticipated today’s TV dramedies, showing that a great comedy could be more than just funny.",true,9
A video shows the view from inside a train in Singapore whose windows automatically blind themselves when near residential areas.,true,12
Photo shows Brazilian politician punished for corruption,false,12
Video of flooded Delhi road,false,7
A Ukrainian plane tore off a road sign while flying to avoid Russian radar,false,3
"After two years of largely containing coronavirus outbreaks, China’s “Covid zero” policies are being tested by the highly transmissible variant.",true,3
This video shows “Russian war in Ukraine.”,false,3
U.S. Cyber Command found evidence of fraud following the 2022 midterms,false,11
Novavax Covid-19 vaccine contains animal DNA and is not safe,false,2
“HIV does not cause AIDS”,false,11
"The Washington Monument is 6,666 inches high and 666 inches square at its base.",false,12
"The leaked draft opinion that would overturn Roe v. Wade also takes aim at its version of history, challenging decades of scholarship that argues abortion was not always a crime.",true,5
"A new account of Langgaard’s first symphony, a refreshing perspective on Reynaldo Hahn and sweeping contemporary programs are among the highlights.",true,12
