text,claimant,publisherName,reviewTitle,textualRating,date,mergedTextualRating,month
Footage shows Ukrainian drone attack on Russian tanks in Ukraine,Multiple sources,AFP Fact Check,"Video featured since 2020 in reports about Turkish attack in Syria, does not show Ukraine",False,2022-02-24 00:00:00,false,2022-02
"The CDC's death rate estimates for COVID-19 are ""classifying people who have 1 or 2 jabs as ‘unvaccinated.'""",Social media post,FactCheck.org,Latest CDC Data: Unvaccinated Adults 97 Times More Likely to Die from COVID-19 Than Boosted Adults,False,2022-02-06 00:00:00,false,2022-02
"Queen Elizabeth II passed away on Feb. 22, 2022",Social media,USA Today,Fact check: Queen Elizabeth death hoax stemmed from tabloid site,False,2022-02-22 00:00:00,false,2022-02
"“The former Miss Universe-Ukraine, Anastasiia Lenna, turned in her high heels for some combat boots to fight for her country.”",Facebook posts,PolitiFact,"No, this former Ukrainian beauty queen has not joined the Ukrainian military to fight Russians",False,2022-02-27 00:00:00,false,2022-02
A video shows a flock of birds crashing into the ground in Mexico.,,Snopes,Did a Flock of Birds Crash into the Ground in Mexico?,True,2022-02-11 01:07:47,true,2022-02
“NATO (under direction from the United States) is violating previous agreements and expanding eastward.”,Candace Owens,PolitiFact,"Fact-checking claims that NATO, US broke agreement against alliance expanding eastward",Mostly False,2022-02-22 00:00:00,false,2022-02
"Says Joe Biden risks war with Russia because Vladimir Putin doesn’t “believe in transgender rights.""",JD Vance,PolitiFact,JD Vance says transgender rights drives looming conflict in Ukraine,Pants on Fire,2022-02-19 00:00:00,false,2022-02
"Photo shows anti-vaccine mandate protesters in Canberra, Australia",Multiple sources,AFP Fact Check,"Image shows Woodstock festival in 1969, not Australian anti-vaccine rally in 2022",False,2022-02-16 00:00:00,false,2022-02
Kenyan lawyer Gicheru ‘pleads guilty’ at the ICC,Multiple authors,AFP Fact Check,Video manipulated to show Kenyan lawyer Paul Gicheru pleading guilty at start of ICC trial,False,2022-02-15 00:00:00,false,2022-02
A photo taken in 1955 depicts Ella Fitzgerald in police custody for allegedly violating segregation laws by singing to a mixed-race audience.,,Snopes,Does Pic Show Ella Fitzgerald Arrested for Singing to Integrated Audience?,Mixture,2022-02-13 00:00:06,false,2022-02
"The ""aphelion phenomenon"" in 2022 will bring abnormally cold weather, more sickness, and another wave of COVID-19.",,Snopes,Is the 'Aphelion Phenomenon' Causing More Sickness on Earth?,False,2022-02-23 01:20:53,false,2022-02
"Gov. Tony Evers has “only gotten one-third of the money meant for COVID relief out the door. He is sitting on $930 million in ARPA funds left unspent. In fact, he still has CARES Act money from two years ago.”",Wisconsin Senate Republicans,PolitiFact,"Senate Republicans mostly right on amount of ARPA, CARES money Evers has gotten out the door",Mostly True,2022-02-02 00:00:00,true,2022-02
"An image shows a CNN chyron that reads, 'Ocasio-Cortez says she feared being raped during Ukraine invasion'",Social media users,USA Today,"Fact check: CNN chyron about AOC, Ukraine invasion is altered",Altered,2022-02-28 00:00:00,false,2022-02
Hormones are the 'true culprit' behind weight gain for women,Social media,USA Today,Fact check: Hormones aren't to blame for weight gain in women,False,2022-02-04 00:00:00,false,2022-02
"News headlines say Indonesian President Jokowi not interested in third term ""unless demanded by public""",Multiple sources,AFP Fact Check,Doctored news reports mislead on likelihood of third term for Indonesian president,False,2022-02-15 00:00:00,false,2022-02
"A picture shows unsold SUVs that are ""almost being given away"" and can be purchased through an online ad.",,Snopes.com,Are Unsold SUVs in This Photo 'Almost Being Given Away'?,False,2022-02-18 02:42:52,false,2022-02
Freestyle ski jump venue in Beijing is next to a nuclear power plant,Social media,USA Today,"Fact check: Olympic ski jump near old steel mill, not nuclear plant",False,2022-02-08 00:00:00,false,2022-02
"Ten countries “announced the cancellation of all quarantine procedures, Corona tests, and compulsory vaccination”",Christiane Northrup,Science Feedback,"Majority of ten countries listed in viral chain message haven’t dropped all COVID-19 restriction measures and aren’t considering COVID-19 as a seasonal flu, despite claims",Inaccurate,2022-02-02 00:00:00,false,2022-02
COVID-19 vaccines caused a 40% increase in deaths identified by a life insurance company.,Bloggers,PolitiFact,"No, COVID-19 vaccines aren’t driving an increase in deaths",False,2022-02-04 00:00:00,false,2022-02
An online ad revealed easy and surprising ways to get rid of house mold.,,Snopes.com,'Surprising Ways To Get Rid of House Mold' Ad Is Just Clickbait,False,2022-02-21 03:49:31,false,2022-02
The war in Ukraine is “scripted and staged.”,Facebook,PolitiFact,Evidence of war in Ukraine proves it is not ‘staged’,Pants on Fire,2022-02-25 00:00:00,false,2022-02
Video shows that Sûreté du Québec officers “removed their identifying names and badge numbers from their uniforms in Ottawa.”,Facebook posts,PolitiFact,Canadian police badge numbers appeared on helmets in Ottawa — they weren’t removed,False,2022-02-19 00:00:00,false,2022-02
"“Just over one year ago, we had … record low gas prices.""",Donald Trump,FactCheck.org,FactChecking Trump's CPAC Speech,False,2022-02-26 00:00:00,false,2022-02
An image of a wounded child is from the Russian invasion of Ukraine,Social media users,USA Today,"Fact check: Viral image shows child wounded in Syria bombing, not Russian invasion of Ukraine",False,2022-02-24 00:00:00,false,2022-02
Two pictures showing instances of book burning in 1933 and 2022 are genuine.,,Snopes,Do These Pics Show Book Burnings in 1933 and 2022?,True,2022-02-04 02:11:00,true,2022-02
A video shows a recent explosion in Ukraine,Social media users,USA Today,"Fact check: Viral video shows January TikTok post, not Russian invasion of Ukraine",False,2022-02-24 00:00:00,false,2022-02
Says Vladimir Putin said the West is controlled by Satanic pedophiles.,Viral image,PolitiFact,Putin didn’t say West controlled by Satanic pedophiles,False,2022-02-28 00:00:00,false,2022-02
Indonesian religious teacher Herry Wiryawan is executed for raping his students,Multiple sources,AFP Fact Check,"Indonesian religious teacher sentenced to life in prison, not executed, for rape of 13 students",False,2022-02-15 00:00:00,false,2022-02
Quebec provincial police removed identification at a Freedom Convoy protest,Social media,USA Today,Fact check: False claim that police removed their identification at Freedom Convoy protest,False,2022-02-20 00:00:00,false,2022-02
"Luc Montagnier's death is linked to his ""exposing"" that there's HIV in the COVID-19 vaccine.",Facebook posts,PolitiFact,Fact-checking more misinformation about Luc Montagnier after his death,Pants on Fire,2022-02-15 00:00:00,false,2022-02
"Says President Joe Biden ""is trying to send taxpayer dollars to manufacturers overseas that do not abide by the same (carbon emission) standards we do at home.""",Glenn Grothman,PolitiFact,"Despite ‘Made in America’ goals, U.S. tax dollars would go overseas to high carbon emitters",Half True,2022-02-03 00:00:00,false,2022-02
Donald Trump “never left” the White House.,Facebook posts,PolitiFact,It’s not true that Trump never left White House,Pants on Fire,2022-02-02 00:00:00,false,2022-02
"A man pictured in online ads and YouTube video thumbnails found a buried chain, pulled it up, and jumped back.",,Snopes,"Man Finds Buried Chain, Pulls It Up, and Jumps Back?",False,2022-02-11 07:02:12,false,2022-02
Global temperature has decreased since 2015,Social media,USA Today,Fact check: Misleading data in claim alleging a global cooling trend,Partly False,2022-02-15 00:00:00,false,2022-02
“Marines are investigating 3 ancient pyramids discovered in Antarctica.”,Bloggers,PolitiFact,"No, Marines aren’t investigating Antarctica pyramids",False,2022-02-02 00:00:00,false,2022-02
An image shows a Buddhist temple with Mount Fuji in the background,Facebook post,USA Today,Fact check: Image of Buddhist temple in China has been altered,Altered,2022-02-13 00:00:00,false,2022-02
An image shows Ukraine first lady Olena Zelenska in uniform,Social media users,USA Today,Fact check: Ukraine first lady Olena Zelenska not shown in viral photo,False,2022-02-27 00:00:00,false,2022-02
"“Over-vaccination causes faster mutation of the (COVID-19) virus, which causes a super virus we may not have the ability to fight off.”",Mary Felzkowski,PolitiFact,"No, vaccination does not cause COVID-19 to mutate faster",False,2022-02-15 00:00:00,false,2022-02
"In early 2022, Mark Cuban launched an online pharmacy called Cost Plus Drug Company.",,Snopes,Did Mark Cuban Really Launch a New Online Pharmacy?,True,2022-02-07 01:37:51,true,2022-02
A photo of a wounded young child was captured in Ukraine in 2022.,Facebook posts,PolitiFact,"Photo of injured child is from Syria in 2018, not Ukraine",False,2022-02-24 00:00:00,false,2022-02
Singer Aretha Franklin’s voice was declared a “natural resource” by the state of Michigan's Department of Natural Resources in 1985.,,Snopes,Was Aretha Franklin's Voice Declared a 'Natural Resource' in Michigan?,True,2022-02-12 00:00:55,true,2022-02
COVID-19 boosters are 'destroying your immune system',Social media user,USA Today,"Fact check: COVID-19 booster shots strengthen, don't 'destroy,' immune system",False,2022-02-02 00:00:00,false,2022-02
A young Theodore Roosevelt was photographed in a distant window during Abraham Lincoln's funeral procession in New York.,,Snopes,Is Teddy Roosevelt Pictured Watching Lincoln's Funeral?,True,2022-02-08 07:08:09,true,2022-02
Photo shows Empire State Building lit up to support Ukraine.,Tweets,PolitiFact,Old photo of Empire State Building unrelated to Ukraine,False,2022-02-23 00:00:00,false,2022-02
"Says C.S. Lewis wrote, “They believed blindly everything they heard or read in the papers. They gave up their freedoms.”",Facebook posts,PolitiFact,C.S. Lewis didn’t write this pandemic-like passage,False,2022-02-07 00:00:00,false,2022-02
Adam Rainer was classified as both a dwarf and giant during his lifetime.,,Snopes.com,Was Adam Rainer Born a Dwarf but Died a Giant?,Mixture,2022-02-05 01:00:00,false,2022-02
Says CNN reported Queen Elizabeth II died.,Facebook posts,PolitiFact,CNN didn’t report that Queen Elizabeth II died,False,2022-02-22 00:00:00,false,2022-02
Hindu groom demands dowry from bride's family,Several persons,AFP Fact Check,"This video was staged to raise awareness of illegal dowries in India, director says",Misleading,2022-02-27 00:00:00,false,2022-02
The 2020 election “was stolen from Donald J. Trump.”,Josh Mandel,PolitiFact,Ohio’s Mandel repeats false claim of stolen 2020 election,Pants on Fire,2022-02-25 00:00:00,false,2022-02
“We have doubled our (oil) imports from Russia in the last year.”,Maria Bartiromo,PolitiFact,"No, U.S. did not double oil imports from Russia last year",Mostly False,2022-02-23 00:00:00,false,2022-02
A video shows ducks and an alligator living in the same hole after the mother duck hatched and raised the alligator.,,Snopes,Did a Duck Hatch and Raise an Alligator?,False,2022-02-14 01:55:37,false,2022-02
"A photograph shows a sign in Ukraine that reads: ""Go fuck yourself,"" ""Go fuck yourself again"" and ""Go fuck yourself back to Russia.""",,Snopes,Does Ukrainian Road Sign Read 'Go F*ck Yourself Back to Russia'?,Mixture,2022-02-28 00:24:12,false,2022-02
Photo shows celebration after Ukraine president lifted ban on proselytizing,Social media,USA Today,Fact check: 2017 Kyiv religious celebration pictured in viral photo,False,2022-02-02 00:00:00,false,2022-02
"""I’m the one that ended [the Nord Stream 2] pipeline"" from Russia to Germany.",Donald Trump,FactCheck.org,FactChecking Trump's CPAC Speech,False,2022-02-26 00:00:00,false,2022-02
"An image of a woman holding a rifle shows 'life in Ukraine, now'",Facebook post,USA Today,Fact check: Photo of woman holding rifle not taken recently in Ukraine,False,2022-02-12 00:00:00,false,2022-02
"“The United States directly controls the National Agency on Corruption Prevention, the National Anti-Corruption Bureau, the Specialized Anti-Corruption Prosecutor’s Office and the High Anti-Corruption Court.”",Vladimir Putin,The Washington Post,Analysis | Fact-checking Putin’s speech on Ukraine,False,2022-02-21 00:00:00,false,2022-02
"The word ""cakewalk"" comes from dances performed by Black American slaves on Southern plantations to mock their white slave owners.",,Snopes,Were 'Cakewalks' Dances Performed by Black Slaves on Plantations?,True,2022-02-19 02:00:01,true,2022-02
Australian doctor told news programme that Queen Elizabeth II should use ivermectin to treat Covid-19,Multiple sources,AFP Fact Check,Australian TV programme issues correction after report on Queen Elizabeth II's Covid treatment,Misleading,2022-02-21 00:00:00,false,2022-02
Says the FDA said that Pfizer “falsely misled” the agency about the safety of the COVID-19 vaccines and that the shots are killing more people than they save.,Instagram post,PolitiFact,FDA didn’t say Pfizer misled them about vaccine safety. The statement came from a public commenter,Pants on Fire,2022-02-14 00:00:00,false,2022-02
"""In Joe Biden’s America, your children are more likely to have access to a crack pipe than a mask-free education.""",Troy Nehls,PolitiFact,Claim about kids’ access to crack pipes is Pants on Fire!,Pants on Fire,2022-02-09 00:00:00,false,2022-02
"Claimed that he had not suggested increasing federal income taxes on ""over half of Americans"" in his 11-point plan.",Rick Scott,FactCheck.org,"Rick Scott Proposed 'All Americans' Should Pay Income Tax, Then Denied That He Did",False,2022-02-22 00:00:00,false,2022-02
"In January 1896, Walter Arnold became the first person in British history convicted of a speeding offense when he drove above 2 mph in Tunbridge Wells, Kent.",,Snopes,"Walter Arnold, January 1896: Britain's First Speeding Ticket?",True,2022-02-03 07:54:00,true,2022-02
"“We should not be buying Russian energy, but rather allow the people of our country to start producing like they did just one year ago.”",Donald Trump,FactCheck.org,FactChecking Trump's CPAC Speech,Misleading,2022-02-26 00:00:00,false,2022-02
Moderna CEO sells $400 million in company shares all at once,Multiple people,AFP Fact Check,CEO did not sell $400 million of Moderna shares in February 2022,Misleading,2022-02-12 00:00:00,false,2022-02
"A man in Moscow protesting the invasion of Ukraine carried a sign that read, ""I'm Russian, sorry for that.""",,Snopes.com,Did an Anti-War Protester in Moscow Display Apologetic Sign?,Mixture,2022-02-26 02:00:27,false,2022-02
"“Lockdowns only reduced COVID-19 mortality by .2%, study finds”","Paul Best, Connor Boyd, Gina Martinez",Science Feedback,Claims that a “Johns Hopkins study” showed lockdowns are ineffective at reducing COVID-19 mortality are based on a working paper with questionable methods,Misleading,2022-02-02 00:00:00,false,2022-02
Protest-related arrests in Ottawa are 'fake',Social media users,USA Today,Fact check: Ottawa 'Freedom Convoy' protest arrests aren't 'fake',False,2022-02-21 00:00:00,false,2022-02
A video shows Ukrainians destroying Russian tanks with Molotov cocktails,Social media users,USA Today,Fact check: Video doesn't show Ukrainians destroying Russian tanks,False,2022-02-26 00:00:00,false,2022-02
Former beauty queen Anastasiia Lenna joined the Ukrainian military,Social media users,USA Today,"Fact check: Anastasiia Lenna, ex-beauty queen, didn't join military",False,2022-02-27 00:00:00,false,2022-02
"Until the COVID-19 vaccines, ""I [had] never seen a vaccine that would allow a 12-year-old to override parental consent.""",Internet posts,FactCheck.org,U.S. COVID-19 Vaccines Follow Conventional Health Standards and Protocols,Distorts the Facts,2022-02-01 00:00:00,false,2022-02
“Fifty percent of the Ottawa police force have all turned in their resignation.”,Facebook posts,PolitiFact,"No, half of Ottawa’s police force didn’t quit in connection with the ‘Freedom Convoy’ protests",False,2022-02-07 00:00:00,false,2022-02
Buzz Aldrin’s comments during an interview with Conan O’Brien prove the moon landing was fake.,Viral image,PolitiFact,"Some TV coverage of the 1969 moon landing was animated, but that doesn’t mean the event was fake",False,2022-02-16 00:00:00,false,2022-02
"Lyndon B. Johnson was Jewish, based on his maternal ancestry.",,Snopes,Was Lyndon B. Johnson Actually Jewish?,Unproven,2022-02-16 04:38:36,false,2022-02
An image shows a rare eye condition called 'pupula duplex',Social media,USA Today,"Fact check: Image of eye with 2 pupils, irises is altered",Altered,2022-02-15 00:00:00,false,2022-02
"In February 2022, the shoe brand Crocs launched a “Clueless” collection sold exclusively on the shopping website Zappos.",,Snopes,Are These 'Clueless' Crocs Real?,True,2022-02-20 00:00:32,true,2022-02
Says Sean Penn’s trip to Ukraine in November is evidence the war is staged.,Facebook posts,PolitiFact,"No, Sean Penn’s Ukraine trip isn’t proof the Russian invasion was staged",False,2022-02-28 00:00:00,false,2022-02
Novavax Covid-19 vaccine contains animal DNA and is not safe,Multiple Sources,AFP Fact Check,South Korean social media users share misleading claims about Novavax Covid vaccine,Misleading,2022-02-17 00:00:00,false,2022-02
"A photo shows a crash in Eminence, Indiana.",Facebook posts,PolitiFact,"Photo shows a 2021 pileup in Fort Worth, Texas, not a crash in Eminence, Indiana",False,2022-02-02 00:00:00,false,2022-02
"""[T]he law allows Trump to tear up documents, shred them, and take documents when he left the White House.""",Tom Fitton,FactCheck.org,Former Presidents Are Not Allowed to Take Home Official Records,Misleading,2022-02-08 00:00:00,false,2022-02
"Facebook posts that list more than 30 reasons in the world economy as to ""why Ukraine matters"" contain accurate data.",,Snopes,Is the 'Why Ukraine Matters' Facebook Post Truthful?,Mixture,2022-02-21 04:55:32,false,2022-02
“We are No. 1 among all large states in having fully vaccinated teenagers. We are No. 2 in all large states for having fully vaccinated five- to 11- year-olds.”,Kathy Hochul,PolitiFact,New York a leader in vaccines for young people among large states,True,2022-02-27 00:00:00,true,2022-02
"“As we know, it has already been stated today that Ukraine intends to create its own nuclear weapons, and this is not just bragging.”",Vladimir Putin,The Washington Post,Analysis | Fact-checking Putin’s speech on Ukraine,False,2022-02-21 00:00:00,false,2022-02
“Gov. Tony Evers brought Republicans and Democrats together to cut income taxes for the middle class.”,Wisconsin Initiative,PolitiFact,Claim on credit for tax cut doesn't tell full story,Half True,2022-02-23 00:00:00,false,2022-02
A photo showing young children saluting troops was captured in Ukraine in 2022.,Viral image,PolitiFact,Photo of children waving off Ukrainian troops is from 2016,False,2022-02-25 00:00:00,false,2022-02
A video shows a Russian fighter jet in Ukraine,Social media users,USA Today,"Fact check: Benghazi, not Ukraine, pictured in video of downed plane",False,2022-02-24 00:00:00,false,2022-02
The IRS is taking money away from people who received unemployment benefits.,Facebook posts,PolitiFact,Misleading post links unemployment benefits and reduced tax refunds,Mostly False,2022-02-20 00:00:00,false,2022-02
A photo shows a Russian warplane under attack.,Viral image,PolitiFact,"No, this isn’t a photo of a Russian plane under attack in Ukraine",False,2022-02-24 00:00:00,false,2022-02
"Florida's Department of Highway Safety and Motor Vehicles rejected a list of vanity plates that included submissions like, ""DRUGMAN.""",,Snopes.com,Did Florida Reject These Vanity Plates?,True,2022-02-06 01:11:00,true,2022-02
"A video shows ""crisis actors"" in Ukraine filming a propaganda video.",,Snopes,Did Crisis Actors Make a Propaganda Video in Ukraine?,False,2022-02-28 05:46:24,false,2022-02
"In February 2022, Moderna CEO Stéphane Bancel suddenly dumped $400 million worth of the company's stock over worries that it was about to lose value because of ""bad news,"" and deleted his Twitter account.",,Snopes,Did Moderna CEO Suddenly Dump $400M in Stock?,Mostly False,2022-02-14 08:02:44,false,2022-02
"The “top ten most unhealthy U.S. cities” are San Francisco; Seattle; Portland, Oregon; San Diego; Honolulu; Washington; Austin, Texas; Irving, Texas; Portland, Maine; and Denver.""",Dan Bongino,PolitiFact,"In graphic labeled ‘top ten most unhealthy U.S. cities,’ Dan Bongino actually showed the healthiest",Pants on Fire,2022-02-05 00:00:00,false,2022-02
Video of Russian army choristers got arrested for singing song about peace,Multiple sources,AFP Fact Check,James Bond promo footage of choir in Russia falsely linked to Moscow's invasion of Ukraine,False,2022-02-27 00:00:00,false,2022-02
