text,claimant,publisherName,reviewTitle,textualRating,date,mergedTextualRating,month
Photo shows Amish who drove 2.5 hours with the “Freedom Convoy” to cook them food at their next stop.,Viral image,PolitiFact,This isn’t a photo of Amish joining the ‘Freedom Convoy’,False,2022-01-30 00:00:00,false,2022-01
“We all know China created COVID.”,Dave McCormick,PolitiFact,No clear evidence for claim that China created COVID-19,False,2022-01-31 00:00:00,false,2022-01
"""On average, between 1 in 2,000 and 1 in 3,000 children that receive these vaccines will be hospitalized in the short term with vaccine-caused damage.""",Dr. Robert Malone,FactCheck.org,Scientist Misleads on COVID-19 Vaccine Effectiveness and Vaccine Safety for Children,Unsupported,2022-01-23 00:00:00,false,2022-01
Frequent boosters “could adversely affect the immune system” and “could pose a risk of overloading people’s immune systems and lead to fatigue.”,Children’s Health Defense,FactCheck.org,"COVID-19 Booster Enhances Protection, Contrary to ‘Immune Fatigue’ Claims",Misleading,2022-01-12 00:00:00,false,2022-01
“There's never been a president (before Joe Biden) that has made race and gender the defining factor” for a Supreme Court nomination.,Sean Hannity,PolitiFact,"Joe Biden isn’t first to prioritize race, gender in picking SCOTUS nominee, as Sean Hannity claimed",False,2022-01-27 00:00:00,false,2022-01
"Republican congressman Jim Jordan was suspended from Twitter on Jan. 10, 2022.",,Snopes,Was US Rep. Jim Jordan Suspended From Twitter?,False,2022-01-10 04:11:00,false,2022-01
Images show how climate change destroyed the Greenland ice sheet and harmed a polar bear from 2009 to 2019.,Facebook,PolitiFact,"‘10-years challenge’ on climate change exaggerates impact on Greenland ice, polar bears",False,2022-01-12 00:00:00,false,2022-01
Sanjay Gupta launched a new line of CBD gummies,Social media users,USA Today,Fact check: Fake advertisement falsely claims Sanjay Gupta launched new CBD gummy line,False,2022-01-18 00:00:00,false,2022-01
An online advertisement leads to confirmation that actor Matthew McConaughey had an affair.,,Snopes,False Ad Claims Matthew McConaughey Had Affair,False,2022-01-10 08:14:00,false,2022-01
"People who are fully vaccinated against COVID-19 are prohibited from receiving any type of anesthesia, supposedly because it's a ""great hazard"" and could cause a vaccinated patient to ""die immediately.""",,Snopes,Copypasta Falsely Claims Anesthesia May Kill Those Vaccinated Against COVID-19,False,2022-01-04 07:06:00,false,2022-01
Man praying during 2022 Murree snowstorm,Multiple Sources,AFP Fact Check,Old video of call to prayer misleads after Pakistan blizzard tragedy,Misleading,2022-01-10 00:00:00,false,2022-01
"A journalism tax credit introduced in the $3.5 trillion 2021-22 infrastructure plan allotted funds equal to 50% of the salary of each journalist, or up to $50,000 per person.",,Snopes,Does a 'Hidden Tax Credit' Pay Half of Journalists' Salaries?,Mixture,2022-01-18 03:45:00,false,2022-01
"The Capitol riot on Jan. 6, 2021 may have been incited by Ray Epps as part of a secret government plot.",Conspiracy theory,FactCheck.org,Jan. 6 Conspiracy Theory Centers on Baseless Claim About Ray Epps,No Evidence,2022-01-06 00:00:00,false,2022-01
New South Wales Chief Health Officer Dr. Kerry Chant celebrated the COVID-19 vaccine rollout in New South Wales saying that it only resulted in the death of three children.,,Snopes,"No, Dr. Kerry Chant Didn't Celebrate the Death of 3 Kids",False,2022-01-20 00:16:00,false,2022-01
A drone flying between trees captured video of a person being chased by a bear in the snowy wilderness.,,Snopes,Is Drone Video of a Bear Chasing a Man in Snow Real?,True,2022-01-26 06:08:00,true,2022-01
Democratic Senatorial Campaign Committee,Democratic Senatorial Campaign Committee,PolitiFact,Democratic group’s false attack on Wis. GOP Sen. Ron Johnson over outsourcing to China,False,2022-01-07 00:00:00,false,2022-01
"Former U.S. President Jimmy Carter once helped contain a potentially dangerous accident at a nuclear reactor in Canada, back in 1952.",,Snopes.com,"Yes, Jimmy Carter Really Did Once Help Contain a Nuclear Meltdown",True,2022-01-08 02:00:42,true,2022-01
Frédéric Desnard won compensation after suing his employer for subjecting him to chronic boredom at work.,,Snopes,Did a French Man Win Compensation Over His 'Boring' Job?,Mostly True,2022-01-13 07:55:00,true,2022-01
"If you’ve recently been infected with the omicron variant of COVID-19, you are immune to the virus and don’t need to receive the booster shot at all.",,Snopes.com,"Yes, You Still Need a Booster After Being Infected with Omicron",Mostly False,2022-01-19 06:05:00,false,2022-01
McDonald's is charging Caucasian customers a $1.50 service fee.,,Snopes,"No, McDonald's Isn't Charging a 'Caucasian' Service Fee",False,2022-01-23 02:00:00,false,2022-01
"If you are in a situation where it is unsafe for you to speak, call 999 then hit 55.",,Snopes,"If You Live in the US, Don't Call 999 in an Emergency",Mixture,2022-01-17 03:20:00,false,2022-01
Says he has issued more pardons than “any Wisconsin governor in contemporary history.”,Tony Evers,PolitiFact,Has Gov. Evers granted more pardons than any Wisconsin governor in recent history?,True,2022-01-13 00:00:00,true,2022-01
A video shows a puppy dog narrowly escaping an alligator pit.,,Snopes,Did a Dog Escape an Alligator Pit?,False,2022-01-14 03:54:00,false,2022-01
U-Haul ran out of moving equipment for Californians leaving the state.,,Snopes,"Yes, U-Haul Ran Out of Trucks for People Moving Out of California",True,2022-01-19 08:22:00,true,2022-01
NYPD arrested people for trying to enter a museum without vaccination proof,Social media,USA Today,"Fact check: Vaccine mandate protesters in New York City arrested for trespassing, not protest",False,2022-01-20 00:00:00,false,2022-01
"The Biden-Harris administration ""wants to hand out $450,000 to illegal immigrants.""",Jim Lamon,PolitiFact,"GOP Ariz. Senate hopeful Lamon falsely claims that Biden wants to give ‘illegal immigrants’ $450,000",False,2022-01-26 00:00:00,false,2022-01
"Several fitness pioneers died young, while inventors in vice industries lived much longer",Social media user,USA Today,Fact check: Partly false post about inventors' death ages,Partly False,2022-01-03 00:00:00,false,2022-01
Justice Sonia Sotomayor is pictured in a photo from a Jan. 7 dinner with Democratic leaders.,Facebook Post,FactCheck.org,Social Media Posts Continue to Misidentify Justice Sotomayor in Dinner Photo,False,2022-01-13 00:00:00,false,2022-01
A video shows an orangutan driving a golf cart.,,Snopes,Is This Orangutan Actually Driving a Golf Cart?,True,2022-01-08 01:00:00,true,2022-01
More than 95% of omicron cases are in vaccinated people.,,Snopes,"No, 95% of Omicron Cases Are Not in Vaccinated People",False,2022-01-05 08:02:00,false,2022-01
“All communications to families from the US Navy have been halted.”,Facebook,PolitiFact,Claim that the U.S. Navy 'halted' communication between sailors and their families lacks evidence,False,2022-01-21 00:00:00,false,2022-01
A law backed by Virginia Democrats barred local sheriffs from having military equipment that “would have come in very helpful” with the I-95 traffic jam.,Dana Perino,PolitiFact,Virginia law restricting military-gear purchases didn’t affect I-95 recovery efforts,False,2022-01-04 00:00:00,false,2022-01
Some 75% of all COVID-19 deaths involve people with at least four comorbidities.,,Snopes,Do 75% of All Covid Deaths Involve People With 4 Comorbidities?,False,2022-01-11 00:35:00,false,2022-01
"""BIDEN: 'I'm not gonna take any questions because I think it's inappropriate.'""",Republican National Committee,PolitiFact,Deceptive RNC edit takes Biden’s words on taking Supreme Court questions out of context,Mostly False,2022-01-27 00:00:00,false,2022-01
Alabama was the first U.S. state to legally designate Christmas a state holiday.,,Snopes.com,Was Alabama the 1st US State To Declare Christmas an Official Holiday?,Unproven,2022-01-15 00:00:00,false,2022-01
President Joe Biden received five draft deferments because of his asthma and thus did not serve in the Vietnam War.,,Snopes.com,Did Biden Receive 5 Draft Deferments Because of Asthma?,Mostly True,2022-01-26 05:41:00,true,2022-01
Video shows Filipino beauty queen Venus Raj 'supporting Marcos Jr',Multiple Persons,AFP Fact Check,Doctored video shared with false reference to Philippine presidential hopeful Marcos Jr,False,2022-01-02 00:00:00,false,2022-01
"In 2021, cases of pregnancy and fertility issues, cancer, neurological issues, and heart disease spiked after COVID-19 vaccination",Thomas Renz,Science Feedback,Alleged spikes in medical conditions among the military after COVID-19 vaccine rollout are based on faulty data due to a database glitch,Unsupported,2022-01-24 00:00:00,false,2022-01
"As a youth, “I got arrested” protesting for civil rights.",Joe Biden,PolitiFact,Evidence scant that Joe Biden was arrested protesting for civil rights,False,2022-01-12 00:00:00,false,2022-01
"Fox News reported in 2021 that former President Donald Trump had ""vowed to pardon Ghislaine Maxwell"" if he is elected again in 2024.",,Snopes.com,"No, Fox News Did Not Say Trump Vowed To Pardon Ghislaine Maxwell in 2024",Mostly False,2022-01-04 02:54:00,false,2022-01
Samuel L. Jackson and Martin Luther King Jr. appear in a photo together as King played pool,Social media users,USA Today,"Fact check: That's not Samuel L. Jackson in photo playing pool with MLK Jr., actor says",False,2022-01-23 00:00:00,false,2022-01
Rat meat is being sold as boneless chicken wings,social media users,USA Today,Fact check: No evidence rat meat is being sold as boneless chicken wings,False,2022-01-10 00:00:00,false,2022-01
South Korean President was not seen off by anyone when leaving Egypt,Multiple sources,AFP Fact Check,Posts falsely claim 'no one' came to South Korean president's sendoff ceremony in Egypt,False,2022-01-22 00:00:00,false,2022-01
A schedule proves Donald Trump was recently participating in presidential activities.,Viral image,PolitiFact,Website bug mistakenly put Trump’s name on Biden’s schedule,False,2022-01-21 00:00:00,false,2022-01
Phase 3 trial shows that Ivermectin is effective against Omicron,Social media users,Science Feedback,Claims that a phase 3 clinical trial showed that ivermectin is effective against Omicron are inaccurate and based on a now-corrected Reuters article,Inaccurate,2022-01-31 00:00:00,false,2022-01
The filibuster is “the tradition of the Senate here in 232 years now. … We need to be very cautious what we do. … That’s what we’ve always had for 232 years. That’s what makes us different than any place else in the world.”,Joe Manchin III,The Washington Post,Analysis | Manchin’s incorrect claim of a 232-year filibuster ‘tradition’,Three Pinocchios,2022-01-10 00:00:00,false,2022-01
An email shows that employers are requiring employees to wear masks during Zoom meetings.,Viral image,PolitiFact,Messages about employer mask requirements for Zoom meetings originated on satire accounts,False,2022-01-05 00:00:00,false,2022-01
Photo shows Mennonites joining the freedom convey protest,Social media users,USA Today,Fact check: False claim about Mennonites and Canada protest,False,2022-01-27 00:00:00,false,2022-01
A viral image shows how grains of salt look under a microscope.,,Snopes,Is This How Grains of Salt Look Under a Microscope?,True,2022-01-29 00:00:00,true,2022-01
Gas planets can't exist because space is a vacuum,Social media,USA Today,Fact check: Gas planets persist in vacuum due to gravity,False,2022-01-06 00:00:00,false,2022-01
"“We write to you today with grave concern regarding your administration’s repeated flying of illegal immigrants from sites along our Southern Border to locations around the United States, including our home state of New York.”",Elise Stefanick and other GOP House members from New York,The Washington Post,Analysis | Claims of ‘ghost flights’ of ‘illegal immigrants’ don’t add up,Not the whole story,2022-01-31 00:00:00,false,2022-01
Zach Roloff committed suicide.,,Snopes,Zach Roloff Death Hoax: False Suicide Claims Came from Obscure Website,False,2022-01-05 04:28:00,false,2022-01
"The CDC revealed that ""over 75%"" of all COVID-19 deaths ""occurred in people who had at least four comorbidities.""",Social media posts,FactCheck.org,Partisans Seize on Edited Clip of CDC Director's Comments on COVID-19 Vaccine Effectiveness,Misleading,2022-01-10 00:00:00,false,2022-01
Video was released by WikiLeaks and proves moon landing was faked,Social media users,USA Today,Fact check: WikiLeaks did not release staged moon landing footage,False,2022-01-24 00:00:00,false,2022-01
A photograph shows an elephant jumping out of a suspension rail car as it crossed a river.,,Snopes,Did an Elephant Jump out of a Suspension Rail Car?,Mixture,2022-01-14 07:01:00,false,2022-01
"U.S. Sen. Mitt Romney tweeted that first lady Jill Biden should get an Oscar for portraying ""an Alzheimer's care giver posing as a loving wife.""",,Snopes,"No, Mitt Romney Didn't Say This About Jill Biden",False,2022-01-29 01:00:00,false,2022-01
A widely-shared photograph of Betty White brandishing her middle finger and smiling was authentic.,,Snopes.com,That Picture of Betty White Flipping the Bird is Fake,False,2022-01-05 00:46:00,false,2022-01
A warning label on cigarette packaging changed from December to January,Social media,USA Today,Fact check: Australia's cigarette package warning labels are not new,False,2022-01-12 00:00:00,false,2022-01
"The ""freedom convoy"" broke a Guinness World Record for longest convoy with more than 50,000 trucks.",,Snopes,"Did 50,000 'Freedom Convoy' Trucks Set Guinness World Record?",False,2022-01-27 03:40:00,false,2022-01
“Ashli Babbitt Tried To Stop Antifa False Flag On Jan 6th”,YouTube videos,PolitiFact,Ashli Babbitt vs. antifa? Video falsely claims Babbitt ‘tried to stop antifa false flag’ on Jan. 6,Pants on Fire,2022-01-19 00:00:00,false,2022-01
A weatherman admitted the military is 'spraying chemtrails',Social media users,USA Today,Fact check: Oregon weather broadcast isn't proof of chemtrails theory,False,2022-01-12 00:00:00,false,2022-01
Pfizer produced and marketed a vaccine administered with a vaporizer,,USA Today,Fact check: Image falsely shows COVID-19 vaccine vaporizer cartridge,False,2022-01-03 00:00:00,false,2022-01
An extravagant 1787 party attended by George Washington ran up a hefty tab,Social media,USA Today,"Fact check: George Washington's hefty bar tab, days before Constitution's signing, is real",True,2022-01-19 00:00:00,true,2022-01
"COVID-19-induced pneumonia is ""is actually mast cell degranulation of the lungs,"" a type of allergic reaction.",Facebook,PolitiFact,Doctors dispute claim that COVID-19 pneumonia is actually an allergic reaction,False,2022-01-14 00:00:00,false,2022-01
"Researchers at Ben-Gurion University in Israel taught goldfish to steer a specially designed ""fish-operated vehicle"" to get food.",,Snopes.com,"Yes, Researchers Taught a Goldfish To Steer a Tank on Wheels",True,2022-01-09 02:00:00,true,2022-01
Hochul is an “interim Governor.”,Tom Suozzi,PolitiFact,Suozzi is calling Hochul an ‘interim Governor.’ That’s wrong.,Pants on Fire,2022-01-04 00:00:00,false,2022-01
A viral video shows a woman carrying a lion down the street.,,Snopes,Did a Woman Carry a Lion Down the Street?,True,2022-01-03 05:49:00,true,2022-01
A photograph shows astronaut Bruce McCandless II floating untethered in space over a mountain range.,,Snopes,Did Bruce McCandless II Float Untethered in Space Over a Mountain Range?,Mixture,2022-01-13 06:24:00,false,2022-01
Video shows Rafael Nadal and Roger Federer laughing at Novak Djokovic after he was stuck in an Australian airport.,v,PolitiFact,"No, this isn’t a real video of Nadal and Federer laughing at Djokovic",False,2022-01-05 00:00:00,false,2022-01
"""The Jan. 6 committee has altered evidence and lied to the American people about that information.”",Jim Jordan,FactCheck.org,Jim Jordan's Beef with Jan. 6 Committee,Spins the Facts,2022-01-04 00:00:00,false,2022-01
Proposed changes to the Electoral Count act show Pence had the power and “could have overturned the election!”,Donald Trump,PolitiFact,Trump falsely says Electoral Count Act talks prove he was right on Pence’s power,False,2022-01-30 00:00:00,false,2022-01
"“When he [David Ferriero] first became the archivist, I wrote to him about the ERA and that it was his job to certify it. He wrote me back — I have got the letter — saying he supports the ERA and that he would do it.”",Carolyn B. Maloney,The Washington Post,Analysis | The ERA and the U.S. archivist: Anatomy of a false claim,Four Pinocchios,2022-01-27 00:00:00,false,2022-01
"Image shows vehicles piled up in Jan. 6 Mount Sterling, Kentucky, snowstorm",Social media,USA Today,"Fact check: Viral image shows pileup in Pennsylvania, not Kentucky",False,2022-01-06 00:00:00,false,2022-01
California is pausing COVID-19 restrictions for the Super Bowl,Social media,USA Today,"Fact check: COVID-19 rules in place for Super Bowl in Los Angeles, despite online claims",False,2022-01-31 00:00:00,false,2022-01
Senior citizens have until Jan. 31 to apply for “free dental work” under a recently announced Medicare “stimulus.”,Facebook post,FactCheck.org,Viral Post Makes False Claim About Medicare Coverage of Dental Work %,False,2022-01-17 00:00:00,false,2022-01
"Justice Sonia Sotomayor tested positive for COVID-19, according to Facebook post showing image with altered CNBC headline.",Facebook post,FactCheck.org,"Ted Nugent Posts Fake Headline, Claim About Sotomayor's Health",False,2022-01-21 00:00:00,false,2022-01
Wisconsin legislators voted to withdraw 10 electoral votes for Biden.,Social media user,USA Today,Fact check: Wisconsin didn't vote to recall Biden's electoral votes,False,2022-01-26 00:00:00,false,2022-01
Dr. Anthony Fauci has never taken care of patients.,Dr. Mehmet Oz,FactCheck.org,"Dr. Fauci Still Treats Patients, Contrary to Dr. Oz's Claim",False,2022-01-28 00:00:00,false,2022-01
"An old episode of ""The Simpsons"" predicted the 2022 ""freedom convoy"" trucker protest in Canada.",,Snopes,Did 'The Simpsons' Predict 2022 Canada Trucker Protest?,False,2022-01-28 05:10:00,false,2022-01
"“In Texas, because of the laws they passed, a 95-year-old World War II veteran is being denied the right to vote by mail because he can't produce a registration number he got back in the 1950s.”",Stacey Abrams,PolitiFact,Fact-checking Stacey Abrams on a Texas mail-in ballot denial,Half True,2022-01-31 00:00:00,false,2022-01
Emails about a class action settlement for National Grid in relation to TCPA are legitimate.,,Snopes.com,Is the National Grid TCPA Settlement Email a Scam or Legit?,True,2022-01-24 06:15:00,true,2022-01
"Coal only thing keeping the power grid stable, lights on and heat going",Social media user,USA Today,Fact check: Claim misleads on coal's role stabilizing the power grid,False,2022-01-29 00:00:00,false,2022-01
"The newly signed federal infrastructure bill would require all new vehicles to include surveillance systems to track drivers, as well as a “kill switch” that could be accessed by law enforcement.",,Snopes,Does Infrastructure Bill Require Surveillance System in New Vehicles to Track Drivers?,Mixture,2022-01-19 04:34:00,false,2022-01
"Says Steve Jobs said, “I realize that all my recognition and wealth that I have is meaningless in the face of imminent death.”",Viral image,PolitiFact,Steve Jobs didn’t say this about wealth as he was dying,False,2022-01-10 00:00:00,false,2022-01
Video shows a volcanic eruption in Tonga,Social media users,USA Today,Fact check: Tonga's volcanic eruption not depicted in viral video,False,2022-01-21 00:00:00,false,2022-01
A video shows a color-changing car that was made by BMW.,,Snopes,Did BMW Reveal a Color-Changing Car?,True,2022-01-05 00:29:00,true,2022-01
"The ""Black Knight"" is an ancient alien satellite that has orbited Earth for thousands of years.",,Snopes,Is There an Ancient Alien Satellite Known as the 'Black Knight'?,False,2022-01-07 06:19:00,false,2022-01
"In January 2022, a 7-year-old boy named Lachlan Leary died from a COVID-19 vaccine-induced heart attack in New South Wales, Australia.",,Snopes,"No, the COVID-19 Vaccine Didn't Kill 'Lachlan Leary' of Australia",False,2022-01-18 05:57:00,false,2022-01
This photo shows medics in France faking treatment of a Covid patient,,AFP Fact Check,The image shows a simulation in a Canadian hospital in 2020,Misleading,2022-01-19 04:57:00,false,2022-01
“Fully vaccinated Australians in hospital for COVID-19 surpass unvaccinated”,Bloggers,PolitiFact,"In Australia, the vaccination status of hospitalized COVID-19 patients doesn’t tell the whole story",Half True,2022-01-14 00:00:00,false,2022-01
Costco discontinued Dungeness crab in its seafood department.,,Snopes,Did Costco Discontinue Dungeness Crab?,False,2022-01-25 01:59:00,false,2022-01
“Covid Vaccines More Likely to Put You in Hospital Than Keep You Out”,Will Jones,Science Feedback,Studies show that the benefits of COVID-19 vaccines outweigh their risks; preprint claiming to show otherwise is flawed,Inaccurate,2022-01-07 00:00:00,false,2022-01
Email required employees to wear masks during Zoom calls,Social media,USA Today,Fact check: Email about mask requirement on Zoom calls is satirical,Altered,2022-01-05 00:00:00,false,2022-01
The COVID-19 vaccines are experimental,Tomi Lahren,Science Feedback,Hundreds of millions of people worldwide have received at least one dose of COVID-19 vaccine; their safety and effectiveness are established; the vaccines aren’t experimental,Misleading,2022-01-19 00:00:00,false,2022-01
French TV news report shows mannequin posing as COVID-19 patient,Social media,USA Today,Fact check: French hospitals not using mannequins as COVID-19 patients,Altered,2022-01-06 00:00:00,false,2022-01
"A 2,000-year-old skull from modern-day Peru had a metal plate inserted to treat a skull fracture.",,Snopes,"Yes, This 2,000-Year-Old Peruvian Skull With a Metal Plate Is Real",True,2022-01-20 07:42:00,true,2022-01
A BBC News segment depicts a military escalation between Russia and NATO,Social media user,USA Today,Fact check: Dramatization of Russian military escalation not BBC News,False,2022-01-20 00:00:00,false,2022-01
“Biden announces Medicare stimulus that provides free dental work to all Seniors who need it! Crowns and implants included.”,Facebook posts,PolitiFact,No truth to claim that Medicare is offering free dental care,False,2022-01-27 00:00:00,false,2022-01
An image shows a portrait of Dr. Anthony Fauci hanging in Fauci's office.,,Snopes,Does Fauci's Home Office Feature a Painting of Fauci?,Mostly True,2022-01-20 04:48:00,true,2022-01
The Freedom to Vote Act is “a sprawling takeover of our whole political system.”,Mitch McConnell,PolitiFact,Why it’s wrong to call voting rights bill a federal takeover,False,2022-01-19 00:00:00,false,2022-01
A video shows what shopping at Walmart will look like in the metaverse,Social media,USA Today,Fact check: Walmart 2017 concept video misrepresented on social media,False,2022-01-06 00:00:00,false,2022-01
"Microsoft developing microchip to hold vaccination status, trials in July",Social media,USA Today,Fact check: Microsoft not developing COVID-19 passport microchip,False,2022-01-16 00:00:00,false,2022-01
The CDC staged “the ‘escaping monkeys’ as a cover story for releasing the next bioweapon.”,Bloggers,PolitiFact,No evidence to support claim that CDC staged monkey crash,False,2022-01-26 00:00:00,false,2022-01
A Michigan school put litter boxes in bathrooms for students who identify as cats,Social media users,USA Today,Fact check: Rumor about litter box in a Michigan school is false,False,2022-01-21 00:00:00,false,2022-01
A video shows pills growing into a snake-like form as they burn on top of a stove.,,Snopes,Is the Video of Pills Burning on Top of a Stove Real?,True,2022-01-31 09:08:10,true,2022-01
Dr. Phil and other celebrities are endorsing CBD gummies.,Bloggers,PolitiFact,"No, Dr. Phil and these celebrities are not endorsing CBD gummies",False,2022-01-31 00:00:00,false,2022-01
"WI voter rolls include 120,000 registered to vote for more than 100 years",Social media,USA Today,Fact check: Wisconsin voters with 1918 registration due to file merge,False,2022-01-07 00:00:00,false,2022-01
Video shows Brazilian truckers supporting the Canadian 'Freedom Convoy',Social media users,USA Today,Fact check: Video doesn't show Brazilian support for 'Freedom convoy',False,2022-01-26 00:00:00,false,2022-01
Video shows Italian truckers protesting vaccine mandates,Multiple sources,AFP Fact Check,"Video shows Italian festival, not anti-mandate trucker protest",False,2022-01-29 00:00:00,false,2022-01
"“They call” Jan. 6 “an insurrection,” but “were FBI agents used as political agitators?""",Mauro Garza,PolitiFact,GOP Texas House candidate repeats false claim that FBI agents instigated Jan. 6 attack on US Capitol,False,2022-01-24 00:00:00,false,2022-01
“The shots were not studied in pregnant women”; “we have seen 50 times the rate of reporting [in VAERS] per month of miscarriages for this vaccine than the other vaccines put together.”,Daniel Horowitz,Science Feedback,"COVID-19 vaccines aren’t associated with a higher risk of pregnancy complication, contrary to claim by Daniel Horowitz",Inaccurate,2022-01-11 00:00:00,false,2022-01
"The FBI sent Martin Luther King Jr. a letter encouraging him to kill himself and claiming knowledge of his sex life, his lovers, and more.",,Snopes,Did the FBI Send MLK a Letter Telling Him To Kill Himself?,True,2022-01-25 05:50:00,true,2022-01
"“4 busloads of illegals"" were ""dropped off from the Southern Border"" at a Florida hotel.",Facebook post,FactCheck.org,"Florida Video Shows Legal Migrant Workers, Not 'Busloads of Illegals'",False,2022-01-30 00:00:00,false,2022-01
"Ron DeSantis let ""millions of COVID-19 tests expire.""",Charlie Crist,PolitiFact,Charlie Crist overstates in claim about ‘millions’ of expired COVID-19 tests in Florida,Mostly False,2022-01-28 00:00:00,false,2022-01
Images showing dead fish on beaches following Tonga volcano,Multiple people,AFP Fact Check,These photos circulated in reports before the Tonga volcano eruption,False,2022-01-17 00:00:00,false,2022-01
NOAA charts show inaccurate and 'dramatic' sea-level rise projections,Social media,USA Today,Fact check: NOAA charts are from sea-level rise probability study,False,2022-01-26 00:00:00,false,2022-01
